Job ID,Job Title,Company,Industry,Company Size,Country,City,Remote Type,Employment Type,Experience Level,Minimum Experience (Years),Annual Salary,Currency,Skills Required,Number of Applicants,Job Posted Date,Education Requirement,Department,Company Rating,Hiring Status,Job Category
JOB-2250,Backend Engineer,Atlassian,Software,5001-10000,United States,Atlanta,Onsite,Full-time,Senior Level,8,174000,USD,"Python, SQL, Java, Node.js",263,2023-08-16,Master's,Engineering,4.4,Open,Software
JOB-2251,Senior Data Analyst,HubSpot,Software,1001-5000,Australia,Sydney,Remote,Contract,Senior Level,6,100000,AUD,"Tableau, Statistics, R, SQL",109,2024-05-20,Bachelor's,Analytics,3.9,Open,Data
JOB-2252,Business Intelligence Analyst,EY,Consulting,10001+,United States,New York,Hybrid,Full-time,Entry Level,1,87000,USD,"SQL, Tableau, Excel, Power BI",43,2023-06-25,Bachelor's,Analytics,3.9,Open,Data
JOB-2253,Product Manager,Snowflake,Technology,1001-5000,Australia,Melbourne,Onsite,Full-time,Entry Level,2,111000,AUD,"Agile, Analytics, Product Strategy, SQL",313,2024-05-22,Bachelor's,Product,4.2,Closed,Business
JOB-2254,Senior Data Analyst,Airbnb,Hospitality,1001-5000,Germany,Berlin,Onsite,Full-time,Entry Level,0,91000,EUR,"R, SQL, Python",463,2023-11-03,Bachelor's,Analytics,3.9,Open,Data
JOB-2255,Product Manager,Johnson & Johnson,Healthcare,10001+,United States,Chicago,Hybrid,Full-time,Mid Level,3,145000,USD,"Analytics, SQL, Product Strategy",424,2023-09-08,Master's,Product,4.3,Closed,Business
JOB-2256,Senior Data Analyst,Accenture,Consulting,10001+,United States,Washington DC,Hybrid,Full-time,Mid Level,2,114000,USD,"Statistics, Python, Tableau",103,2023-10-19,Bachelor's,Analytics,3.9,Open,Data
JOB-2257,Senior Data Engineer,Databricks,Technology,1001-5000,India,Delhi,Remote,Contract,Entry Level,2,2988000,INR,"Airflow, Spark, Kafka, AWS, SQL",23,2023-08-25,Bachelor's,Engineering,4.5,Closed,Data
JOB-2258,Senior Data Engineer,Netflix,Entertainment,1001-5000,India,Mumbai,Hybrid,Full-time,Mid Level,3,5229000,INR,"Kafka, SQL, dbt",332,2024-05-23,Master's,Engineering,4.5,Open,Data
JOB-2259,Senior Data Engineer,Atlassian,Software,5001-10000,Germany,Berlin,Hybrid,Full-time,Senior Level,7,165000,EUR,"Python, Kafka, Spark",10,2023-12-17,Master's,Engineering,4.2,Open,Data
JOB-2260,Full Stack Engineer,KPMG,Consulting,10001+,United Kingdom,London,Hybrid,Full-time,Mid Level,5,99000,GBP,"AWS, React, JavaScript",10,2024-04-29,Master's,Engineering,3.9,Open,Software
JOB-2261,Backend Engineer,HubSpot,Software,1001-5000,United States,Austin,Onsite,Full-time,Mid Level,3,124000,USD,"Java, Python, SQL",170,2024-06-29,Bachelor's,Engineering,4.4,Open,Software
JOB-2262,Senior Data Engineer,Databricks,Technology,1001-5000,Japan,Tokyo,Remote,Full-time,Mid Level,2,19360000,JPY,"Python, SQL, Spark",218,2023-05-23,Bachelor's,Engineering,4.9,Open,Data
JOB-2263,Full Stack Engineer,Block,Fintech,1001-5000,India,Hyderabad,Onsite,Full-time,Senior Level,7,4150000,INR,"Node.js, SQL, React, AWS, Python, JavaScript",287,2023-08-30,Master's,Engineering,4.2,Closed,Software
JOB-2264,Site Reliability Engineer,Spotify,Entertainment,1001-5000,United States,San Francisco,Onsite,Contract,Mid Level,5,168000,USD,"Linux, Python, AWS",56,2023-07-23,Master's,Engineering,4.4,Closed,Software
JOB-2265,Senior Data Scientist,Accenture,Consulting,10001+,Australia,Sydney,Hybrid,Full-time,Mid Level,4,186000,AUD,"PyTorch, Python, Machine Learning, SQL, Deep Learning",201,2023-12-08,Bachelor's,Data Science,4.2,Open,Data
JOB-2266,Site Reliability Engineer,Shopify,E-Commerce,5001-10000,France,Paris,Hybrid,Full-time,Mid Level,5,153000,EUR,"AWS, Monitoring, Linux",427,2024-02-12,Master's,Engineering,4.3,Closed,Software
JOB-2267,ML Engineer,ServiceNow,Software,10001+,United States,Chicago,Remote,Full-time,Senior Level,6,171000,USD,"SQL, PyTorch, Python, Kubernetes, TensorFlow",101,2024-06-30,PhD,Engineering,4.6,Closed,Data
JOB-2268,Strategy Analyst,Airbnb,Hospitality,1001-5000,United States,Los Angeles,Onsite,Full-time,Senior Level,7,127000,USD,"Market Research, SQL, PowerPoint, Financial Modeling",210,2023-06-23,Master's,Strategy,4.0,Open,Business
JOB-2269,Product Manager,UnitedHealth Group,Healthcare,10001+,Germany,Berlin,Hybrid,Full-time,Senior Level,8,131000,EUR,"Analytics, Product Strategy, Roadmapping",329,2023-05-18,Master's,Product,3.5,On Hold,Business
JOB-2270,Product Manager,Meta,Technology,10001+,United Kingdom,London,Hybrid,Full-time,Senior Level,5,115000,GBP,"Roadmapping, SQL, Product Strategy, Agile",256,2023-03-28,Master's,Product,4.3,Closed,Business
JOB-2271,Senior Data Engineer,LinkedIn,Technology,10001+,United States,Denver,Remote,Full-time,Mid Level,2,197000,USD,"Airflow, Kafka, Python, dbt, SQL",222,2024-06-25,Master's,Engineering,4.3,Open,Data
JOB-2272,Backend Engineer,Atlassian,Software,5001-10000,United Kingdom,London,Remote,Full-time,Executive,14,132000,GBP,"AWS, SQL, Python",286,2023-12-29,MBA,Engineering,4.6,Open,Software
JOB-2273,Analytics Engineer,Databricks,Technology,1001-5000,Japan,Tokyo,Remote,Full-time,Mid Level,2,14960000,JPY,"dbt, Snowflake, SQL, Looker",317,2024-02-25,Master's,Engineering,4.5,Closed,Data
JOB-2274,Marketing Analyst,Workday,Software,5001-10000,United States,Los Angeles,Hybrid,Full-time,Senior Level,8,95000,USD,"Python, Excel, SQL",349,2023-07-21,PhD,Marketing,4.0,Closed,Business
JOB-2275,Senior Software Engineer,Block,Fintech,1001-5000,Germany,Berlin,Hybrid,Full-time,Mid Level,2,174000,EUR,"SQL, Python, AWS, System Design, Kubernetes, Java",448,2024-04-29,Master's,Engineering,3.9,Open,Software
JOB-2276,Data Scientist,Microsoft,Technology,10001+,United States,New York,Remote,Full-time,Director,12,155000,USD,"Statistics, R, Machine Learning, Python, TensorFlow, SQL",138,2023-10-01,Master's,Data Science,4.6,Open,Data
JOB-2277,Strategy Analyst,JPMorgan Chase,Finance,10001+,India,Pune,Onsite,Full-time,Senior Level,5,2324000,INR,"SQL, Market Research, PowerPoint, Financial Modeling",431,2024-01-14,PhD,Strategy,3.9,Closed,Business
JOB-2278,Product Manager,Pfizer,Healthcare,10001+,United States,Los Angeles,Remote,Contract,Mid Level,4,136000,USD,"Agile, Roadmapping, Product Strategy",625,2023-12-14,Master's,Product,3.8,Open,Business
JOB-2279,Operations Analyst,Visa,Fintech,10001+,United States,Denver,Hybrid,Full-time,Mid Level,2,106000,USD,"Excel, SQL, Lean, Process Improvement",505,2024-05-03,Master's,Operations,4.4,Open,Business
JOB-2280,Business Analyst,Mastercard,Fintech,10001+,United Kingdom,Manchester,Remote,Full-time,Executive,20,84000,GBP,"Requirements Gathering, SQL, Excel, Power BI, Tableau",261,2024-01-20,MBA,Analytics,4.4,Closed,Business
JOB-2281,Analytics Engineer,Goldman Sachs,Finance,10001+,Netherlands,Amsterdam,Hybrid,Full-time,Mid Level,2,114000,EUR,"Snowflake, SQL, Python, Looker",182,2024-06-15,Bachelor's,Engineering,4.3,Open,Data
JOB-2282,Data Engineer,Meta,Technology,10001+,United States,New York,Remote,Contract,Senior Level,8,140000,USD,"Kafka, Spark, Python, AWS, Airflow, SQL",390,2024-03-14,Master's,Engineering,4.2,Open,Data
JOB-2283,Analytics Engineer,Morgan Stanley,Finance,10001+,India,Mumbai,Hybrid,Full-time,Mid Level,5,3735000,INR,"Looker, SQL, dbt, Python",401,2023-05-04,Master's,Engineering,4.0,Closed,Data
JOB-2284,DevOps Engineer,Goldman Sachs,Finance,10001+,United Kingdom,Manchester,Hybrid,Full-time,Senior Level,8,124000,GBP,"Kubernetes, Terraform, Python, CI/CD, Docker",115,2023-02-17,Master's,Engineering,4.0,Open,Software
JOB-2285,Financial Analyst,ServiceNow,Software,10001+,United States,San Francisco,Hybrid,Full-time,Senior Level,7,115000,USD,"Forecasting, Power BI, Financial Modeling",61,2023-11-06,PhD,Finance,4.0,Open,Business
JOB-2286,Analytics Engineer,Meta,Technology,10001+,Singapore,Singapore,Hybrid,Full-time,Senior Level,5,117000,SGD,"Looker, Snowflake, Python, dbt, SQL",328,2023-03-13,Bachelor's,Engineering,4.6,On Hold,Data
JOB-2287,ML Engineer,Visa,Fintech,10001+,Canada,Vancouver,Onsite,Full-time,Senior Level,6,155000,CAD,"Kubernetes, SQL, Python, PyTorch",105,2023-11-27,Master's,Engineering,4.2,Closed,Data
JOB-2288,Data Scientist,BlackRock,Finance,5001-10000,India,Mumbai,Onsite,Full-time,Senior Level,6,2822000,INR,"R, Python, TensorFlow, Machine Learning, SQL, Statistics",209,2023-08-29,Master's,Data Science,3.9,Closed,Data
JOB-2289,Financial Analyst,ServiceNow,Software,10001+,Netherlands,Amsterdam,Hybrid,Contract,Senior Level,8,85000,EUR,"Forecasting, Excel, Power BI, Financial Modeling, SQL",452,2023-03-07,Bachelor's,Finance,4.3,Open,Business
JOB-2290,Analytics Engineer,PwC,Consulting,10001+,Singapore,Singapore,Hybrid,Full-time,Senior Level,5,128000,SGD,"Looker, SQL, Snowflake, dbt, Python",297,2023-03-19,Bachelor's,Engineering,3.6,Open,Data
JOB-2291,Business Analyst,EY,Consulting,10001+,India,Bangalore,Onsite,Full-time,Director,8,2075000,INR,"Tableau, Excel, Power BI, SQL",183,2023-05-26,Bachelor's,Analytics,3.7,Open,Business
JOB-2292,Full Stack Engineer,Databricks,Technology,1001-5000,Germany,Berlin,Remote,Full-time,Executive,18,138000,EUR,"JavaScript, SQL, AWS",547,2023-07-28,Master's,Engineering,4.7,Open,Software
JOB-2293,Senior Data Engineer,BlackRock,Finance,5001-10000,Germany,Munich,Hybrid,Full-time,Director,12,176000,EUR,"Spark, dbt, Airflow, Kafka, SQL, Python",323,2023-01-31,MBA,Engineering,4.1,Open,Data
JOB-2294,Product Manager,Walmart,Retail,10001+,Germany,Munich,Onsite,Contract,Mid Level,2,123000,EUR,"Analytics, SQL, Agile, Roadmapping",602,2023-04-26,Bachelor's,Product,3.5,Open,Business
JOB-2295,DevOps Engineer,Airbnb,Hospitality,1001-5000,Ireland,Dublin,Onsite,Full-time,Entry Level,2,90000,EUR,"AWS, Docker, Kubernetes, CI/CD, Python, Terraform",486,2023-06-29,Bachelor's,Engineering,4.2,Closed,Software
JOB-2296,Analytics Engineer,Atlassian,Software,5001-10000,Germany,Munich,Onsite,Full-time,Entry Level,1,96000,EUR,"Python, Snowflake, Looker",10,2024-05-11,Master's,Engineering,4.3,Open,Data
JOB-2297,Financial Analyst,Workday,Software,5001-10000,India,Delhi,Remote,Full-time,Senior Level,5,2905000,INR,"Financial Modeling, SQL, Excel, Forecasting, Power BI",309,2024-01-08,PhD,Finance,4.2,On Hold,Business
JOB-2298,Marketing Analyst,KPMG,Consulting,10001+,Netherlands,Amsterdam,Onsite,Contract,Mid Level,3,90000,EUR,"Google Analytics, Python, Excel",210,2023-05-17,Master's,Marketing,3.9,Open,Business
JOB-2299,Business Intelligence Analyst,Accenture,Consulting,10001+,France,Paris,Onsite,Contract,Mid Level,4,89000,EUR,"Excel, Tableau, DAX, SQL, Power BI",550,2023-10-06,Bachelor's,Analytics,3.7,Open,Data
JOB-2300,Marketing Analyst,Accenture,Consulting,10001+,Australia,Sydney,Hybrid,Contract,Mid Level,3,98000,AUD,"Python, Tableau, SQL, Google Analytics, Excel",355,2023-02-09,Master's,Marketing,3.8,Open,Business
JOB-2301,Product Manager,Workday,Software,5001-10000,United States,Washington DC,Remote,Full-time,Senior Level,8,183000,USD,"SQL, Agile, Roadmapping",386,2023-06-28,PhD,Product,3.9,Open,Business
JOB-2302,Senior Data Engineer,Stripe,Fintech,1001-5000,India,Mumbai,Onsite,Full-time,Entry Level,1,4233000,INR,"dbt, Airflow, Spark, Python, AWS, SQL",110,2023-07-13,Master's,Engineering,4.4,Filled,Data
JOB-2303,Data Engineer,Walmart,Retail,10001+,Canada,Toronto,Remote,Full-time,Mid Level,5,122000,CAD,"Spark, SQL, Kafka, AWS",378,2024-03-20,Bachelor's,Engineering,3.9,Open,Data
JOB-2304,Cloud Engineer,Meta,Technology,10001+,Germany,Berlin,Hybrid,Full-time,Mid Level,3,155000,EUR,"Kubernetes, Azure, AWS, Python, Terraform",179,2023-05-10,Master's,Engineering,4.1,On Hold,Software
JOB-2305,Senior Data Analyst,ServiceNow,Software,10001+,Japan,Tokyo,Hybrid,Contract,Mid Level,2,12430000,JPY,"Power BI, Python, SQL, Statistics, R, Tableau",324,2024-05-22,Master's,Analytics,4.4,Closed,Data
JOB-2306,Senior Data Analyst,LinkedIn,Technology,10001+,United States,Washington DC,Remote,Full-time,Director,13,138000,USD,"R, Tableau, Power BI, Python, SQL, Statistics",228,2024-06-15,MBA,Analytics,4.2,Open,Data
JOB-2307,Frontend Engineer,Mastercard,Fintech,10001+,Canada,Toronto,Hybrid,Contract,Director,14,115000,CAD,"Git, JavaScript, TypeScript, React",579,2023-02-04,Master's,Engineering,4.1,Open,Software
JOB-2308,Data Scientist,Google,Technology,10001+,Germany,Berlin,Remote,Full-time,Mid Level,2,136000,EUR,"R, SQL, Machine Learning, Statistics, Python, TensorFlow",127,2024-05-06,Master's,Data Science,4.7,On Hold,Data
JOB-2309,Data Architect,Google,Technology,10001+,Australia,Sydney,Onsite,Full-time,Entry Level,0,162000,AUD,"AWS, Azure, Python, SQL",154,2023-11-20,Bachelor's,Engineering,4.4,Open,Data
JOB-2310,ML Engineer,Mastercard,Fintech,10001+,United States,Denver,Hybrid,Full-time,Mid Level,3,198000,USD,"Python, MLOps, PyTorch, SQL",331,2023-03-14,Master's,Engineering,4.4,Open,Data
JOB-2311,ML Engineer,Amazon,E-Commerce,10001+,Japan,Tokyo,Onsite,Full-time,Mid Level,2,20570000,JPY,"SQL, TensorFlow, PyTorch, Kubernetes, MLOps",215,2024-03-01,Bachelor's,Engineering,3.8,Open,Data
JOB-2312,Marketing Analyst,Google,Technology,10001+,France,Paris,Remote,Full-time,Mid Level,2,92000,EUR,"Python, Excel, SQL, Tableau",138,2024-01-01,Bachelor's,Marketing,4.2,Filled,Business
JOB-2313,Product Manager,Johnson & Johnson,Healthcare,10001+,United States,Los Angeles,Remote,Full-time,Executive,12,179000,USD,"Product Strategy, Agile, SQL, Roadmapping",489,2024-06-05,Master's,Product,4.1,Closed,Business
JOB-2314,Full Stack Engineer,Deloitte,Consulting,10001+,United States,Denver,Remote,Full-time,Senior Level,5,172000,USD,"Python, Node.js, SQL, AWS, React",417,2024-04-29,Bachelor's,Engineering,4.0,Open,Software
JOB-2315,Data Architect,Zoom,Software,1001-5000,Germany,Berlin,Hybrid,Full-time,Director,10,159000,EUR,"AWS, SQL, Python, Data Modeling, Azure",261,2023-08-03,Bachelor's,Engineering,4.0,Open,Data
JOB-2316,Cloud Engineer,Twilio,Software,1001-5000,Germany,Munich,Hybrid,Full-time,Executive,12,147000,EUR,"Kubernetes, Python, Terraform, GCP, Azure",226,2024-02-06,PhD,Engineering,4.2,Open,Software
JOB-2317,Marketing Analyst,Workday,Software,5001-10000,India,Bangalore,Remote,Contract,Senior Level,6,1992000,INR,"Tableau, Google Analytics, SQL, Excel",436,2024-04-24,Bachelor's,Marketing,4.0,Open,Business
JOB-2318,Strategy Analyst,Lyft,Transportation,1001-5000,United States,New York,Hybrid,Full-time,Senior Level,5,129000,USD,"Market Research, Excel, PowerPoint, SQL",206,2023-04-05,Master's,Strategy,3.5,Closed,Business
JOB-2319,Data Scientist,Palantir,Technology,1001-5000,India,Mumbai,Remote,Full-time,Entry Level,1,2656000,INR,"Machine Learning, R, TensorFlow",68,2023-12-18,Bachelor's,Data Science,3.6,Open,Data
JOB-2320,Senior Product Manager,Adobe,Software,10001+,United States,Boston,Onsite,Full-time,Entry Level,0,174000,USD,"Agile, Product Strategy, SQL, Leadership, OKRs",232,2024-05-03,Bachelor's,Product,4.3,Open,Business
JOB-2321,Marketing Analyst,Slack,Software,1001-5000,United States,Los Angeles,Onsite,Full-time,Entry Level,0,70000,USD,"Tableau, Google Analytics, Excel",242,2023-12-14,Bachelor's,Marketing,3.9,Open,Business
JOB-2322,Frontend Engineer,EY,Consulting,10001+,India,Bangalore,Onsite,Full-time,Senior Level,8,3818000,INR,"CSS, React, JavaScript",10,2023-05-22,Bachelor's,Engineering,4.2,Open,Software
JOB-2323,Senior Software Engineer,LinkedIn,Technology,10001+,United States,New York,Onsite,Full-time,Mid Level,2,181000,USD,"Kubernetes, SQL, Python, AWS, Java, System Design",395,2024-03-20,Bachelor's,Engineering,4.4,Open,Software
JOB-2324,Business Analyst,Lockheed Martin,Aerospace,10001+,United States,San Francisco,Hybrid,Full-time,Director,8,108000,USD,"Tableau, SQL, Power BI, Requirements Gathering",302,2023-08-31,MBA,Analytics,4.0,Open,Business
JOB-2325,Software Engineer,HubSpot,Software,1001-5000,Canada,Vancouver,Onsite,Full-time,Mid Level,4,102000,CAD,"AWS, Java, SQL, Git",415,2023-07-11,Master's,Engineering,4.7,Open,Software
JOB-2326,Data Engineer,Amazon,E-Commerce,10001+,France,Paris,Hybrid,Part-time,Mid Level,3,93000,EUR,"SQL, Kafka, AWS, Airflow, Spark, Python",207,2023-10-16,Bachelor's,Engineering,4.0,Open,Data
JOB-2327,Site Reliability Engineer,Adobe,Software,10001+,Canada,Toronto,Onsite,Full-time,Senior Level,7,158000,CAD,"Linux, Kubernetes, AWS",129,2023-10-17,Master's,Engineering,4.3,Open,Software
JOB-2328,Financial Analyst,Tesla,Automotive,10001+,United States,New York,Onsite,Contract,Mid Level,5,96000,USD,"Financial Modeling, Excel, Forecasting, SQL",276,2023-04-16,Master's,Finance,3.9,Open,Business
JOB-2329,Full Stack Engineer,Microsoft,Technology,10001+,Netherlands,Amsterdam,Hybrid,Full-time,Mid Level,5,93000,EUR,"Python, SQL, React",338,2023-03-06,Bachelor's,Engineering,4.8,Open,Software
JOB-2330,Data Analyst,Target,Retail,10001+,India,Delhi,Hybrid,Full-time,Mid Level,2,1909000,INR,"Excel, Python, SQL",422,2023-03-05,Bachelor's,Analytics,4.0,Open,Data
JOB-2331,Product Manager,Twilio,Software,1001-5000,United States,New York,Hybrid,Internship,Senior Level,7,176000,USD,"Agile, Roadmapping, Analytics, SQL",205,2023-11-24,Bachelor's,Product,4.3,Open,Business
JOB-2332,Operations Analyst,Deloitte,Consulting,10001+,India,Delhi,Hybrid,Full-time,Executive,16,2656000,INR,"SQL, Lean, Process Improvement, Excel",163,2023-12-05,MBA,Operations,4.0,Open,Business
JOB-2333,Senior Product Manager,Zoom,Software,1001-5000,India,Hyderabad,Onsite,Contract,Senior Level,5,5395000,INR,"Leadership, Agile, SQL, Product Strategy",720,2024-05-04,Master's,Product,3.9,Open,Business
JOB-2334,Data Analyst,Twilio,Software,1001-5000,United States,San Francisco,Hybrid,Full-time,Senior Level,8,98000,USD,"Power BI, Python, Statistics",310,2023-05-28,Master's,Analytics,4.6,Open,Data
JOB-2335,Product Manager,Snowflake,Technology,1001-5000,Japan,Tokyo,Hybrid,Contract,Senior Level,6,17820000,JPY,"Agile, Analytics, Product Strategy, Roadmapping",272,2024-04-16,Master's,Product,4.0,Closed,Business
JOB-2336,Full Stack Engineer,Airbnb,Hospitality,1001-5000,United States,New York,Remote,Full-time,Entry Level,2,114000,USD,"React, Node.js, AWS, JavaScript, SQL, Python",148,2023-01-01,Bachelor's,Engineering,4.0,Open,Software
JOB-2337,Analytics Engineer,Block,Fintech,1001-5000,Singapore,Singapore,Hybrid,Full-time,Entry Level,2,96000,SGD,"SQL, Looker, Snowflake, Python",265,2024-05-09,Bachelor's,Engineering,4.1,Open,Data
JOB-2338,Software Engineer,Spotify,Entertainment,1001-5000,India,Delhi,Onsite,Full-time,Senior Level,5,2905000,INR,"SQL, Python, AWS, Java",324,2023-01-04,Master's,Engineering,4.3,Open,Software
JOB-2339,Financial Analyst,Snowflake,Technology,1001-5000,Australia,Melbourne,Hybrid,Full-time,Senior Level,6,92000,AUD,"Financial Modeling, Power BI, SQL",146,2023-03-19,Bachelor's,Finance,4.4,Closed,Business
JOB-2340,Backend Engineer,KPMG,Consulting,10001+,United States,Los Angeles,Remote,Full-time,Senior Level,5,150000,USD,"AWS, SQL, Python, Java, Redis",289,2023-11-17,Master's,Engineering,3.5,Open,Software
JOB-2341,Operations Analyst,Netflix,Entertainment,1001-5000,United States,New York,Onsite,Full-time,Entry Level,1,72000,USD,"Power BI, Process Improvement, Lean",113,2024-04-29,Bachelor's,Operations,4.0,Open,Business
JOB-2342,Data Engineer,Goldman Sachs,Finance,10001+,Ireland,Dublin,Hybrid,Full-time,Entry Level,2,95000,EUR,"Airflow, Python, Kafka, AWS, SQL",324,2024-01-01,Bachelor's,Engineering,3.7,On Hold,Data
JOB-2343,Operations Analyst,Goldman Sachs,Finance,10001+,India,Bangalore,Onsite,Contract,Senior Level,6,1909000,INR,"Process Improvement, Power BI, Excel",626,2024-05-11,Bachelor's,Operations,3.7,Closed,Business
JOB-2344,Senior Product Manager,HubSpot,Software,1001-5000,United States,San Francisco,Remote,Full-time,Director,11,211000,USD,"OKRs, Agile, Product Strategy, SQL, Leadership",10,2023-10-31,MBA,Product,4.7,Open,Business
JOB-2345,Backend Engineer,HubSpot,Software,1001-5000,Australia,Sydney,Hybrid,Full-time,Mid Level,2,137000,AUD,"Java, Python, AWS",363,2023-10-23,Bachelor's,Engineering,4.4,Open,Software
JOB-2346,Data Scientist,Spotify,Entertainment,1001-5000,Australia,Sydney,Onsite,Full-time,Executive,14,125000,AUD,"R, TensorFlow, Statistics, SQL",320,2024-06-27,MBA,Data Science,4.6,Open,Data
JOB-2347,Senior Data Engineer,Boeing,Aerospace,10001+,Japan,Tokyo,Remote,Full-time,Mid Level,3,22990000,JPY,"Kafka, AWS, Airflow, dbt, Python",363,2024-05-09,Master's,Engineering,4.1,Filled,Data
JOB-2348,Backend Engineer,Apple,Technology,10001+,Australia,Sydney,Hybrid,Full-time,Senior Level,7,131000,AUD,"SQL, Python, Java",10,2023-10-05,PhD,Engineering,4.4,Open,Software
JOB-2349,Full Stack Engineer,Target,Retail,10001+,United States,San Francisco,Hybrid,Full-time,Director,15,155000,USD,"Node.js, SQL, React, Python, JavaScript",190,2023-03-02,PhD,Engineering,4.0,Open,Software
JOB-2350,Data Analyst,LinkedIn,Technology,10001+,India,Bangalore,Onsite,Full-time,Senior Level,8,2656000,INR,"Excel, Tableau, Power BI",142,2024-06-19,Master's,Analytics,4.6,Closed,Data
JOB-2351,Senior Software Engineer,Mastercard,Fintech,10001+,India,Delhi,Onsite,Contract,Mid Level,2,3320000,INR,"Java, System Design, SQL",115,2024-02-29,Bachelor's,Engineering,4.3,Open,Software
JOB-2352,Data Scientist,Accenture,Consulting,10001+,United States,Chicago,Onsite,Full-time,Director,12,149000,USD,"TensorFlow, SQL, Statistics, Machine Learning, Python, R",274,2024-04-28,Master's,Data Science,3.5,Closed,Data
JOB-2353,Cloud Engineer,Databricks,Technology,1001-5000,Ireland,Dublin,Remote,Contract,Mid Level,2,141000,EUR,"Kubernetes, Terraform, AWS, GCP, Python, Azure",10,2024-02-23,Master's,Engineering,4.7,Open,Software
JOB-2354,ML Engineer,Uber,Transportation,5001-10000,Canada,Toronto,Remote,Full-time,Senior Level,6,133000,CAD,"Python, TensorFlow, SQL, PyTorch, Kubernetes, MLOps",13,2023-03-12,PhD,Engineering,3.6,Open,Data
JOB-2355,Data Scientist,Boeing,Aerospace,10001+,United States,Boston,Remote,Contract,Senior Level,5,141000,USD,"Statistics, TensorFlow, R, Python, Machine Learning, SQL",158,2023-01-14,Master's,Data Science,4.0,Open,Data
JOB-2356,Strategy Analyst,Lyft,Transportation,1001-5000,Canada,Vancouver,Remote,Internship,Mid Level,3,97000,CAD,"Market Research, PowerPoint, Financial Modeling, Excel",110,2023-02-16,Master's,Strategy,3.4,Open,Business
JOB-2357,Data Engineer,Atlassian,Software,5001-10000,United Kingdom,Manchester,Hybrid,Contract,Senior Level,6,118000,GBP,"Spark, Python, SQL",195,2023-01-18,Master's,Engineering,4.8,Open,Data
JOB-2358,Product Manager,Salesforce,Software,10001+,India,Pune,Onsite,Full-time,Mid Level,4,4482000,INR,"Roadmapping, Analytics, SQL, Agile, Product Strategy",347,2024-06-09,Bachelor's,Product,4.5,Filled,Business
JOB-2359,Data Analyst,Databricks,Technology,1001-5000,United Kingdom,Manchester,Remote,Contract,Senior Level,7,68000,GBP,"Power BI, Tableau, Excel, Statistics",151,2023-08-14,Master's,Analytics,4.7,Open,Data
JOB-2360,Site Reliability Engineer,Slack,Software,1001-5000,India,Delhi,Remote,Full-time,Senior Level,7,4731000,INR,"Linux, AWS, Kubernetes, Python",322,2024-03-30,Master's,Engineering,4.7,Open,Software
JOB-2361,Business Analyst,Walmart,Retail,10001+,Canada,Toronto,Hybrid,Full-time,Mid Level,4,94000,CAD,"SQL, Tableau, Power BI, Requirements Gathering, Excel",461,2023-12-15,Bachelor's,Analytics,3.3,Open,Business
JOB-2362,Data Engineer,Goldman Sachs,Finance,10001+,Germany,Munich,Onsite,Full-time,Mid Level,5,124000,EUR,"Spark, Kafka, AWS, Python",283,2023-06-05,Bachelor's,Engineering,4.0,Closed,Data
JOB-2363,Marketing Analyst,Amazon,E-Commerce,10001+,United States,New York,Remote,Full-time,Senior Level,7,105000,USD,"Excel, Tableau, Python, Google Analytics",446,2023-09-23,Master's,Marketing,3.8,Open,Business
JOB-2364,ML Engineer,Deloitte,Consulting,10001+,Ireland,Dublin,Hybrid,Full-time,Mid Level,3,136000,EUR,"Kubernetes, SQL, Python",431,2023-11-25,Master's,Engineering,4.0,Open,Data
JOB-2365,Senior Product Manager,PayPal,Fintech,10001+,Canada,Toronto,Hybrid,Full-time,Mid Level,5,152000,CAD,"Agile, SQL, OKRs, Product Strategy, Leadership",336,2023-01-18,Master's,Product,4.0,Open,Business
JOB-2366,Senior Data Scientist,Target,Retail,10001+,Japan,Tokyo,Hybrid,Contract,Mid Level,2,20240000,JPY,"Python, PyTorch, Statistics, Deep Learning",274,2024-06-19,Bachelor's,Data Science,3.8,Closed,Data
JOB-2367,Strategy Analyst,PayPal,Fintech,10001+,India,Mumbai,Hybrid,Full-time,Mid Level,2,2988000,INR,"Excel, Market Research, Financial Modeling",440,2023-08-13,Master's,Strategy,4.1,Open,Business
JOB-2368,Senior Product Manager,Pfizer,Healthcare,10001+,United Kingdom,Manchester,Remote,Full-time,Senior Level,8,181000,GBP,"SQL, Leadership, Agile",121,2023-02-17,Master's,Product,3.7,Open,Business
JOB-2369,Cloud Engineer,BlackRock,Finance,5001-10000,United States,San Francisco,Remote,Full-time,Senior Level,8,160000,USD,"Kubernetes, Azure, Python, Terraform, GCP, AWS",323,2023-08-12,Master's,Engineering,4.3,Open,Software
JOB-2370,Financial Analyst,Morgan Stanley,Finance,10001+,United States,Seattle,Hybrid,Internship,Mid Level,3,101000,USD,"SQL, Financial Modeling, Forecasting",220,2023-02-15,Bachelor's,Finance,3.8,Open,Business
JOB-2371,Data Architect,Apple,Technology,10001+,Germany,Munich,Onsite,Full-time,Director,9,184000,EUR,"AWS, Azure, SQL",631,2023-11-27,PhD,Engineering,4.1,Open,Data
JOB-2372,Software Engineer,Adobe,Software,10001+,Japan,Tokyo,Onsite,Full-time,Mid Level,5,15070000,JPY,"Git, AWS, Python, JavaScript, SQL, Java",308,2023-11-06,Master's,Engineering,4.2,Open,Software
